comid;latitude;longitude;river;location1;location2
9034111;-3.01989;-79.58432;Rio Tengue;AZUAY;CAMILO PON
9034146;-3.02223;-78.21673;Rio Santia;MORONA SANTIAGO;LIMON INDA
9034184;-3.02292;-79.54069;Rio Guayab;AZUAY;PUCARA
9034202;-3.04744;-79.50349;Rio Guagua;AZUAY;PUCARA
9034206;-3.04834;-79.49044;Rio Pucul;AZUAY;CAMILO PON
9034207;-3.02183;-77.92637;Rio Santia;MORONA SANTIAGO;TIWINTZA
9034237;-3.04163;-78.09307;Rio Santia;MORONA SANTIAGO;TIWINTZA
9034255;-3.06116;-78.50253;Rio El Cru;MORONA SANTIAGO;SAN JUAN B
9034278;-3.04055;-79.81311;Rio Siete;GUAYAS;GUAYAQUIL
9034311;-3.02416;-79.05136;Quebrada C;AZUAY;CUENCA
9034353;-3.07552;-79.82111;;EL ORO;EL GUABO
9034360;-3.07169;-78.44204;Rio Indaza;MORONA SANTIAGO;LIMON INDA
9034361;-3.04461;-78.30557;Rio Zamora;MORONA SANTIAGO;LIMON INDA
9034378;-3.03327;-79.70353;Rio Tengue;AZUAY;CAMILO PON
9034379;-3.08088;-78.51224;Rio Pan De;MORONA SANTIAGO;SAN JUAN B
9034522;-3.07487;-78.79158;Rio Santa;AZUAY;SIGSIG
9034528;-3.09205;-78.00986;Rio Mayali;MORONA SANTIAGO;TIWINTZA
9034573;-3.09062;-78.21329;Rio Coango;MORONA SANTIAGO;LIMON INDA
9034596;-3.14829;-78.21339;Rio Coango;MORONA SANTIAGO;LIMON INDA
9034717;-3.16197;-78.24516;Rio Warint;MORONA SANTIAGO;LIMON INDA
9034745;-3.12476;-79.83033;Rio Zapote;EL ORO;EL GUABO
9034754;-3.17393;-78.19277;Rio Kenkui;MORONA SANTIAGO;LIMON INDA
9034786;-3.19276;-79.7842;;EL ORO;EL GUABO
9034795;-3.1019;-78.89007;Rio Bolo;AZUAY;SIGSIG
9034853;-3.15116;-78.41607;Rio Zamora;MORONA SANTIAGO;SAN JUAN B
9034920;-3.22118;-79.15544;Rio San Gr;AZUAY;GIRON
9034933;-3.2323;-79.16263;Rio Camas;AZUAY;GIRON
9034960;-3.18451;-79.22216;Rio Rircay;AZUAY;SAN FERNANDO
9034961;-3.2045;-79.17322;Rio Giron;AZUAY;GIRON
9034994;-3.24473;-79.20773;Rio Rircay;AZUAY;GIRON
9034995;-3.24474;-79.18624;Rio San Gr;AZUAY;GIRON
9035035;-3.24169;-78.42429;Rio Apondi;MORONA SANTIAGO;SAN JUAN B
9035091;-3.24629;-79.78206;;EL ORO;EL GUABO
9035127;-3.25541;-78.69462;Rio Blanco;MORONA SANTIAGO;GUALAQUIZA
9035128;-3.23194;-78.64742;Rio El Agu;MORONA SANTIAGO;GUALAQUIZA
9035148;-3.28883;-79.27736;Rio Naranj;AZUAY;SANTA ISABEL
9035149;-3.2732;-79.24185;Rio Rircay;AZUAY;GIRON
9035193;-3.30182;-79.28121;Rio Rircay;AZUAY;SANTA ISABEL
9035197;-3.23102;-78.2241;Rio Coango;MORONA SANTIAGO;SAN JUAN B
9035212;-3.30291;-80.00228;;EL ORO;MACHALA
9035213;-3.30416;-78.20074;Rio Numpat;MORONA SANTIAGO;LIMON INDA
9035244;-3.26575;-78.45951;Rio Zamora;MORONA SANTIAGO;SAN JUAN B
9035249;-3.22982;-79.42399;Rio Masuca;AZUAY;SANTA ISABEL
9035250;-3.30876;-79.26414;Quebrada C;AZUAY;SANTA ISABEL
9035258;-3.27959;-78.52227;Rio Kalagl;MORONA SANTIAGO;SAN JUAN B
9035276;-3.27989;-79.59762;Rio Vivar;AZUAY;PUCARA
9035285;-3.31365;-79.53007;Rio Jubone;EL ORO;ZARUMA
9035291;-3.31908;-79.68052;Rio Jubone;EL ORO;PASAJE
9035301;-3.32432;-79.60532;Rio Jubone;AZUAY;PUCARA
9035303;-3.32337;-79.47051;Rio Jubone;AZUAY;SANTA ISABEL
9035322;-3.26289;-79.90743;;EL ORO;MACHALA
9035323;-3.32072;-79.78748;Rio Jubone;EL ORO;PASAJE
9035324;-3.3294;-78.84029;Rio Morire;MORONA SANTIAGO;GUALAQUIZA
9035343;-3.33526;-78.85156;Rio Cuyes;MORONA SANTIAGO;GUALAQUIZA
9035356;-3.32766;-79.30877;Rio Rircay;AZUAY;SANTA ISABEL
9035366;-3.34099;-79.34784;Rio Jubone;LOJA;SARAGURO
9035377;-3.33998;-79.42316;Rio Jubone;AZUAY;SANTA ISABEL
9035378;-3.31908;-79.37595;Rio Minas;AZUAY;SANTA ISABEL
9035392;-3.3461;-79.37304;Rio Jubone;LOJA;SARAGURO
9035434;-3.3115;-79.06242;Rio Leon;AZUAY;NABON
9035451;-3.34679;-79.46297;Rio Ganaca;EL ORO;ZARUMA
9035466;-3.34091;-78.46787;Rio Zamora;MORONA SANTIAGO;GUALAQUIZA
9035479;-3.36264;-79.10553;Rio Nabon;AZUAY;NABON
9035504;-3.37291;-78.45386;Rio Yucate;MORONA SANTIAGO;GUALAQUIZA
9035579;-3.35617;-79.69358;Rio Casaca;EL ORO;PASAJE
9035631;-3.38651;-78.47862;Rio Zamora;MORONA SANTIAGO;GUALAQUIZA
9035643;-3.38076;-79.14664;Rio Leon;AZUAY;NABON
9035683;-3.37008;-79.56173;Rio Chilla;EL ORO;PASAJE
9035704;-3.41829;-79.92594;Rio Buenav;EL ORO;MACHALA
9035723;-3.42134;-79.98779;;EL ORO;SANTA ROSA
9035724;-3.36002;-78.63534;Quebrada C;MORONA SANTIAGO;GUALAQUIZA
9035736;-3.42803;-79.96046;;EL ORO;MACHALA
9035747;-3.42229;-78.56258;;MORONA SANTIAGO;GUALAQUIZA
9035769;-3.42349;-78.51236;Rio Bomboi;MORONA SANTIAGO;GUALAQUIZA
9035775;-3.42563;-79.16622;Rio Leon;AZUAY;OÑATE
9035786;-3.4283;-80.05372;;EL ORO;ARENILLAS
9035787;-3.43427;-80.0277;;EL ORO;ARENILLAS
9035800;-3.43683;-80.00095;;EL ORO;SANTA ROSA
9035803;-3.43776;-78.57999;;MORONA SANTIAGO;GUALAQUIZA
9035810;-3.3769;-78.23288;Rio Coango;MORONA SANTIAGO;SAN JUAN B
9035847;-3.43956;-80.2516;;;
9035855;-3.38485;-78.77716;Rio Cuyes;MORONA SANTIAGO;GUALAQUIZA
9035866;-3.46085;-78.76029;Rio Amaril;MORONA SANTIAGO;GUALAQUIZA
9035869;-3.39508;-79.80088;Rio San Ag;EL ORO;PASAJE
9035877;-3.46492;-79.75133;Rio San Ag;EL ORO;PASAJE
9035892;-3.45748;-78.67489;Rio Cuyes;MORONA SANTIAGO;GUALAQUIZA
9035931;-3.40577;-79.30232;Rio Leon;LOJA;SARAGURO
9035932;-3.46054;-79.22914;Rio Leon;AZUAY;OÑATE
9035964;-3.43256;-79.12128;Rio Udusha;AZUAY;OÑATE
9035982;-3.47594;-79.76238;Rio Saladi;EL ORO;ATAHUALPA
9036039;-3.48733;-79.279;Rio Naranj;LOJA;SARAGURO
9036066;-3.43117;-79.39196;Rio Hupama;LOJA;SARAGURO
9036107;-3.47551;-79.91203;Rio Calagu;EL ORO;SANTA ROSA
9036108;-3.47536;-79.16578;Rio Ona;LOJA;SARAGURO
9036156;-3.47166;-78.49395;Rio Zamora;MORONA SANTIAGO;GUALAQUIZA
9036178;-3.48863;-79.00353;Rio Shinca;ZAMORA CHINCHIPE;YACUAMBI
9036179;-3.50246;-78.92817;Rio Zabala;ZAMORA CHINCHIPE;YACUAMBI
9036292;-3.54761;-78.94641;Rio Tutupa;ZAMORA CHINCHIPE;YACUAMBI
9036293;-3.55851;-78.93189;Rio Ortega;ZAMORA CHINCHIPE;YACUAMBI
9036320;-3.54766;-78.52369;Rio Zamora;ZAMORA CHINCHIPE;EL PANGUI
9036338;-3.53969;-78.46044;Rio Quimi;ZAMORA CHINCHIPE;EL PANGUI
9036368;-3.49582;-80.13626;Quebrada B;EL ORO;ARENILLAS
9036369;-3.5169;-79.94888;Rio Santa;EL ORO;SANTA ROSA
9036461;-3.58982;-78.52315;Rio Zamora;ZAMORA CHINCHIPE;EL PANGUI
9036486;-3.5321;-80.22218;;;
9036500;-3.61054;-78.54961;Rio Zamora;ZAMORA CHINCHIPE;EL PANGUI
9036512;-3.5571;-79.2444;Rio Paquis;LOJA;SARAGURO
9036525;-3.5658;-78.6398;Rio Chuchu;ZAMORA CHINCHIPE;EL PANGUI
9036537;-3.55729;-79.29919;Rio El Lla;LOJA;SARAGURO
9036595;-3.62875;-78.56903;Rio Pachit;ZAMORA CHINCHIPE;EL PANGUI
9036618;-3.63686;-79.54684;Rio Salvia;EL ORO;ZARUMA
9036627;-3.64721;-79.53724;Rio Las Pa;EL ORO;ZARUMA
9036633;-3.60802;-78.93338;Rio Tutupa;ZAMORA CHINCHIPE;YACUAMBI
9036640;-3.64952;-78.93111;Rio Salado;ZAMORA CHINCHIPE;YACUAMBI
9036652;-3.63143;-80.18803;;;
9036653;-3.58432;-79.9748;Rio Arenil;EL ORO;SANTA ROSA
9036717;-3.6551;-78.96223;Rio Ingeni;ZAMORA CHINCHIPE;YACUAMBI
9036733;-3.64316;-78.99424;Rio Salado;ZAMORA CHINCHIPE;YACUAMBI
9036748;-3.66888;-80.10612;;EL ORO;ARENILLAS
9036751;-3.66645;-80.1597;Quebrada P;EL ORO;ARENILLAS
9036793;-3.66932;-80.19273;;;
9036893;-3.68994;-80.11798;Quebrada P;EL ORO;ARENILLAS
9036976;-3.64694;-79.63874;Rio La Cal;EL ORO;ZARUMA
9036977;-3.68888;-79.58984;Rio Amaril;EL ORO;ZARUMA
9037080;-3.70663;-79.52763;Rio San Lu;EL ORO;PORTOVELO
9037137;-3.70244;-78.58089;Rio Zamora;ZAMORA CHINCHIPE;EL PANGUI
9037150;-3.6834;-78.49517;Rio Machin;ZAMORA CHINCHIPE;EL PANGUI
9037157;-3.74766;-79.64214;Rio Amaril;EL ORO;PORTOVELO
9037158;-3.75785;-79.62807;Rio Pindo;LOJA;CHAGUARPAM
9037163;-3.73505;-78.74815;Rio Chican;ZAMORA CHINCHIPE;YANTZAZA
9037172;-3.76331;-78.68624;Rio Zamora;ZAMORA CHINCHIPE;YANTZAZA
9037204;-3.76353;-78.95805;Rio Sadal;ZAMORA CHINCHIPE;YACUAMBI
9037205;-3.72016;-78.8941;Rio Yacuam;ZAMORA CHINCHIPE;YACUAMBI
9037232;-3.77616;-78.50758;Rio Machin;ZAMORA CHINCHIPE;YANTZAZA
9037238;-3.78229;-78.48837;Rio Machin;ZAMORA CHINCHIPE;YANTZAZA
9037300;-3.78693;-79.55588;Rio Amboca;EL ORO;PORTOVELO
9037340;-3.80865;-79.25751;Rio Santia;LOJA;LOJA
9037341;-3.78554;-79.25159;Rio San Lu;LOJA;LOJA
9037402;-3.81128;-79.87394;Rio Balsas;EL ORO;BALSAS
9037404;-3.77751;-80.15549;Rio Zarumi;EL ORO;LAS LAJAS
9037422;-3.80745;-78.50866;Rio Blanco;ZAMORA CHINCHIPE;YANTZAZA
9037431;-3.81634;-79.9361;Rio Marcab;EL ORO;MARCABELI
9037432;-3.79475;-79.68484;Rio Pindo;LOJA;CHAGUARPAM
9037435;-3.8271;-79.90931;Rio Puyang;EL ORO;MARCABELI
9037455;-3.7799;-79.7586;Rio Moromo;EL ORO;PIÑAS
9037456;-3.8326;-79.74015;Rio Pindo;EL ORO;PIÑAS
9037483;-3.83203;-79.68868;Rio Yaguac;LOJA;CHAGUARPAM
9037489;-3.83105;-79.8363;Rio Puyang;EL ORO;PIÑAS
9037504;-3.84094;-79.7811;Rio Puyang;EL ORO;PIÑAS
9037513;-3.8454;-79.80761;Quebrada S;LOJA;CHAGUARPAM
9037540;-3.81652;-78.89617;Rio Yacuam;ZAMORA CHINCHIPE;ZAMORA
9037554;-3.80403;-78.55491;Rio Zarza;ZAMORA CHINCHIPE;YANTZAZA
9037560;-3.83898;-79.97443;Rio Puyang;LOJA;PALTAS
9037561;-3.85512;-78.89626;Rio Kantza;ZAMORA CHINCHIPE;ZAMORA
9037587;-3.83426;-79.2248;Rio San Lu;LOJA;LOJA
9037644;-3.86584;-80.01683;Rio Puyang;EL ORO;LAS LAJAS
9037669;-3.85124;-79.63846;Rio Umbala;LOJA;CHAGUARPAM
9037701;-3.82499;-78.75042;Rio Zamora;ZAMORA CHINCHIPE;YANTZAZA
9037712;-3.8548;-79.10965;Rio Tambo;ZAMORA CHINCHIPE;ZAMORA
9037713;-3.87704;-79.08233;Rio Tibio;ZAMORA CHINCHIPE;ZAMORA
9037746;-3.89294;-78.76789;;ZAMORA CHINCHIPE;CENTINELA
9037783;-3.87736;-79.14658;Rio Zamora;LOJA;LOJA
9037784;-3.89702;-79.09214;Rio Tibio;ZAMORA CHINCHIPE;ZAMORA
9037815;-3.85344;-79.58788;Rio Yaguac;LOJA;CHAGUARPAM
9037858;-3.89102;-80.10407;Rio Puyang;LOJA;PUYANGO
9037866;-3.92063;-80.16212;;LOJA;PUYANGO
9037867;-3.89182;-78.8704;Rio Yacuam;ZAMORA CHINCHIPE;ZAMORA
9037868;-3.9042;-78.80546;Rio Zamora;ZAMORA CHINCHIPE;CENTINELA
9037875;-3.91657;-80.19209;;;
9037876;-3.92362;-80.17287;;;
9037879;-3.89656;-79.94501;Quebrada T;LOJA;PUYANGO
9037979;-3.92993;-79.0709;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038004;-3.93954;-78.84021;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038009;-3.91404;-80.02436;Quebrada C;LOJA;PUYANGO
9038076;-3.96398;-79.05872;Rio San Fr;ZAMORA CHINCHIPE;ZAMORA
9038113;-3.97808;-80.39665;;;
9038114;-3.96868;-80.38815;;;
9038119;-3.91831;-79.21814;Rio Zamora;LOJA;LOJA
9038155;-3.88688;-79.39015;Rio Guayab;LOJA;LOJA
9038156;-3.96223;-79.34369;Rio Chicha;LOJA;CATAMAYO
9038185;-3.87879;-78.67601;Rio Nangar;ZAMORA CHINCHIPE;PAQUISHA
9038214;-4.0032;-79.39261;Rio Guayab;LOJA;CATAMAYO
9038242;-3.96965;-80.23783;Rio Puyang;LOJA;PUYANGO
9038245;-3.99682;-80.34406;Rio Puyang;LOJA;ZAPOTILLO
9038261;-4.00852;-79.43421;Rio Catama;LOJA;GONZANAMA
9038287;-4.01332;-78.6407;;ZAMORA CHINCHIPE;PAQUISHA
9038295;-4.02014;-79.39371;Rio Catama;LOJA;CATAMAYO
9038311;-4.03252;-79.37581;Quebrada I;LOJA;CATAMAYO
9038312;-3.98617;-79.02025;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038313;-4.01928;-78.64853;Rio Nangar;ZAMORA CHINCHIPE;PAQUISHA
9038337;-4.0363;-78.63757;Rio Nangar;ZAMORA CHINCHIPE;PAQUISHA
9038397;-4.00867;-78.88183;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038443;-4.00901;-78.82907;Rio Nambij;ZAMORA CHINCHIPE;ZAMORA
9038455;-4.04906;-80.24968;Quebrada D;LOJA;PUYANGO
9038463;-4.05159;-78.97556;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038464;-4.05875;-78.93831;Rio Zamora;ZAMORA CHINCHIPE;ZAMORA
9038511;-4.04278;-79.50737;Rio Catama;LOJA;GONZANAMA
9038528;-4.0231;-80.44913;;LOJA;ZAPOTILLO
9038529;-4.05375;-79.45111;Quebrada G;LOJA;GONZANAMA
9038539;-4.05956;-79.05895;Rio Sabani;ZAMORA CHINCHIPE;ZAMORA
9038638;-4.09462;-79.5272;Quebrada D;LOJA;GONZANAMA
9038663;-4.05203;-79.7415;Rio Playas;LOJA;PALTAS
9038808;-4.14536;-79.85503;Quebrada Y;LOJA;CELICA
9038809;-4.13322;-79.82798;Rio Catama;LOJA;SOZORANGA
9038824;-4.07613;-80.08629;Rio Alamor;LOJA;PINDAL
9038869;-4.12278;-78.98801;Rio Bombus;ZAMORA CHINCHIPE;ZAMORA
9038916;-4.14244;-79.75007;Rio Catama;LOJA;PALTAS
9038931;-4.12356;-79.57811;Rio Catama;LOJA;GONZANAMA
9038959;-4.16672;-80.10412;Rio Naranj;LOJA;CELICA
9038960;-4.17582;-79.64778;Rio Catama;LOJA;PALTAS
9039037;-4.18598;-79.68856;Quebrada T;LOJA;CALVAS
9039042;-4.16328;-80.40449;Quebrada C;LOJA;ZAPOTILLO
9039050;-4.17236;-79.86323;Rio Catama;LOJA;CELICA
9039074;-4.20631;-79.9518;Quebrada S;LOJA;CELICA
9039095;-4.21128;-79.91659;Rio Catama;LOJA;CELICA
9039117;-4.13663;-78.93873;Rio Jambue;ZAMORA CHINCHIPE;ZAMORA
9039157;-4.21831;-78.78792;Rio Chumbi;ZAMORA CHINCHIPE;NANGARITZA
9039168;-4.21971;-79.95765;Rio Catama;LOJA;MACARA
9039212;-4.13196;-79.3419;Rio Catama;LOJA;GONZANAMA
9039213;-4.20801;-79.2422;Rio Malaca;LOJA;LOJA
9039219;-4.23578;-79.95294;Quebrada M;LOJA;MACARA
9039235;-4.24146;-79.29784;Rio Soland;LOJA;LOJA
9039260;-4.23701;-78.79662;Rio Shaime;ZAMORA CHINCHIPE;NANGARITZA
9039304;-4.24852;-79.25602;Rio Vilcab;LOJA;LOJA
9039382;-4.23866;-79.82466;Rio Tangul;LOJA;SOZORANGA
9039410;-4.24981;-80.06163;Rio Catama;LOJA;MACARA
9039419;-4.15867;-78.64673;Rio Nangar;ZAMORA CHINCHIPE;NANGARITZA
9039427;-4.23135;-79.58653;Quebrada B;LOJA;CALVAS
9039428;-4.26763;-78.71837;Rio Chumbi;ZAMORA CHINCHIPE;NANGARITZA
9039486;-4.30233;-80.2362;Quebrada G;LOJA;ZAPOTILLO
9039494;-4.2302;-80.20697;Rio Alamor;LOJA;CELICA
9039573;-4.30907;-78.65671;Rio Nangar;ZAMORA CHINCHIPE;NANGARITZA
9039686;-4.32122;-79.45301;Rio Yungui;LOJA;QUILANGA
9039687;-4.34809;-79.42629;Rio Elvira;LOJA;QUILANGA
9039727;-4.30624;-79.25953;Rio Piscob;LOJA;LOJA
9039808;-4.32329;-80.06615;;;
9039840;-4.37152;-80.35067;Quebrada D;LOJA;ZAPOTILLO
9039848;-4.3738;-79.22805;Rio Aguaco;LOJA;LOJA
9039853;-4.3625;-80.29124;Rio Alamor;LOJA;ZAPOTILLO
9039887;-4.39024;-79.94348;Rio Macara;LOJA;MACARA
9039888;-4.38986;-79.84962;Rio Sabian;LOJA;MACARA
9039913;-4.38092;-79.432;Rio La Cap;LOJA;CALVAS
9039937;-4.34328;-80.20215;Rio Chira;LOJA;ZAPOTILLO
9039938;-4.37781;-78.85861;;ZAMORA CHINCHIPE;NANGARITZA
9039945;-4.40537;-79.4079;Rio Chiriy;LOJA;ESPINDOLA
9039976;-4.39004;-79.20584;Rio de Los;LOJA;LOJA
9040030;-4.41447;-80.28146;;;
9040045;-4.42143;-78.86067;;ZAMORA CHINCHIPE;NANGARITZA
9040053;-4.41502;-79.63317;Quebrada S;LOJA;CALVAS
9040072;-4.3968;-78.74912;Rio Nangar;ZAMORA CHINCHIPE;NANGARITZA
9040152;-4.39621;-78.65771;Rio Numbat;ZAMORA CHINCHIPE;NANGARITZA
9040178;-4.38945;-80.43282;;LOJA;ZAPOTILLO
9040179;-4.42189;-80.3844;Rio Alamor;LOJA;ZAPOTILLO
9040195;-4.45199;-80.31726;Rio Chira;LOJA;ZAPOTILLO
9040219;-4.43558;-79.47419;Rio Pindo;LOJA;ESPINDOLA
9040285;-4.47735;-80.39658;;;
9040286;-4.47801;-80.36894;Rio Chira;LOJA;ZAPOTILLO
9040299;-4.44659;-79.84992;Rio Salvas;LOJA;MACARA
9040305;-4.46481;-79.71305;Rio Calvas;LOJA;SOZORANGA
9040319;-4.46321;-79.60132;;;
9040327;-4.4753;-79.45113;Rio Limone;LOJA;ESPINDOLA
9040404;-4.49515;-79.49742;Rio Pindo;LOJA;ESPINDOLA
9040449;-4.51015;-79.56075;;LOJA;CALVAS
9040462;-4.52405;-79.52613;;LOJA;CALVAS
9040512;-4.42245;-79.04727;Rio Numbal;ZAMORA CHINCHIPE;PALANDA
9040531;-4.53228;-79.07644;Quebrada H;ZAMORA CHINCHIPE;PALANDA
9040532;-4.53907;-79.07146;Rio Numbal;ZAMORA CHINCHIPE;PALANDA
9040574;-4.49366;-79.00345;Rio Loyola;ZAMORA CHINCHIPE;PALANDA
9040582;-4.49295;-78.75504;Rio Numbat;ZAMORA CHINCHIPE;NANGARITZA
9040588;-4.54634;-78.83819;;ZAMORA CHINCHIPE;NANGARITZA
9040636;-4.51165;-78.67525;Rio Tzenga;ZAMORA CHINCHIPE;NANGARITZA
9040677;-4.56127;-79.24936;Rio Blanco;ZAMORA CHINCHIPE;PALANDA
9040683;-4.5394;-79.48891;;;
9040704;-4.57277;-79.25254;Rio Quingo;ZAMORA CHINCHIPE;PALANDA
9040739;-4.58081;-79.46247;Rio Amaluz;LOJA;ESPINDOLA
9040740;-4.58271;-79.43696;Rio Amaluz;LOJA;ESPINDOLA
9040761;-4.57121;-78.83635;;ZAMORA CHINCHIPE;NANGARITZA
9040770;-4.58818;-79.44201;Rio Sanamb;LOJA;ESPINDOLA
9040876;-4.59105;-79.22267;Rio Blanco;ZAMORA CHINCHIPE;PALANDA
9040917;-4.59417;-79.48889;Rio Espind;LOJA;ESPINDOLA
9040975;-4.60443;-79.12537;Rio Vallad;ZAMORA CHINCHIPE;PALANDA
9040980;-4.62236;-79.16042;Rio Paland;ZAMORA CHINCHIPE;PALANDA
9041115;-4.64802;-79.24581;Rio Jibaro;ZAMORA CHINCHIPE;PALANDA
9041285;-4.62265;-79.09752;Rio Numbal;ZAMORA CHINCHIPE;PALANDA
9041308;-4.6577;-79.00031;Rio Vergel;ZAMORA CHINCHIPE;PALANDA
9041336;-4.67865;-79.12652;Rio Paland;ZAMORA CHINCHIPE;PALANDA
9041448;-4.73345;-79.11207;Rio Paland;ZAMORA CHINCHIPE;PALANDA
9041449;-4.72622;-79.1;Rio Vergel;ZAMORA CHINCHIPE;PALANDA
9041463;-4.73297;-79.14015;Rio Paland;ZAMORA CHINCHIPE;CHINCHIPE
9041719;-4.77864;-79.09467;Rio Mayo;ZAMORA CHINCHIPE;PALANDA
9041720;-4.80369;-79.07998;Rio Punchi;ZAMORA CHINCHIPE;CHINCHIPE
9041908;-4.82692;-79.08501;Rio Mayo;ZAMORA CHINCHIPE;CHINCHIPE
9041914;-4.8194;-79.22498;Rio Isiman;ZAMORA CHINCHIPE;CHINCHIPE
9042283;-4.90107;-79.08294;Rio Mayo;ZAMORA CHINCHIPE;CHINCHIPE
9042284;-4.88496;-79.02926;Rio Sangol;ZAMORA CHINCHIPE;CHINCHIPE
9042433;-4.91728;-79.30322;;;
9042468;-4.95298;-79.0695;Rio Mayo;ZAMORA CHINCHIPE;CHINCHIPE
9042492;-4.97196;-79.0868;Rio Chinch;ZAMORA CHINCHIPE;CHINCHIPE
9042498;-4.96645;-79.18208;;;
9042623;-4.98793;-79.06091;;;
9042663;-5.01129;-79.02919;;ZAMORA CHINCHIPE;CHINCHIPE
9042664;-4.95666;-78.99208;;;
