index,comid,latitude,longitude,river,loc0,loc1,loc2,alert
1178,9029223,-1.67552,-78.68727,Rio Chibun,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1179,9029224,-1.71619,-78.62069,Rio Chibun,Chimborazo,CHIMBORAZO,CHAMBO,R0
1180,9029229,-1.72071,-78.62751,Quebrada C,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1181,9029230,-1.68489,-75.82921,,Pastaza,PASTAZA,PASTAZA,R0
1182,9029232,-1.71301,-79.88947,Estero San,Guayas,GUAYAS,SANTA LUCIA,R0
1183,9029233,-1.65296,-79.8626,Rio Pula,Guayas,GUAYAS,SALITRE,R0
1184,9029234,-1.72012,-76.68717,,Pastaza,PASTAZA,PASTAZA,R0
1185,9029249,-1.70693,-80.05697,Estero Cas,Guayas,GUAYAS,SANTA LUCIA,R0
1186,9029250,-1.69614,-78.0445,Rio Amunda,Morona San,MORONA SANTIAGO,PALORA,R0
1187,9029256,-1.53609,-79.758,Rio Vinces,Los Rios,LOS RIOS,VINCES,R0
1188,9029257,-1.72016,-79.77843,,Guayas y L,LOS RIOS,VINCES,R0
1189,9029264,-1.71445,-76.62896,,Pastaza,PASTAZA,PASTAZA,R0
1190,9029285,-1.68123,-79.26276,Rio Telimb,Bolivar y,LOS RIOS,MONTALVO,R0
1191,9029286,-1.70552,-77.14963,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1192,9029287,-1.65616,-77.22828,Rio Marati,Pastaza,PASTAZA,PASTAZA,R0
1193,9029292,-1.73408,-79.29862,Rio San An,Los Rios,LOS RIOS,MONTALVO,R0
1194,9029299,-1.73625,-77.11208,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1195,9029302,-1.73253,-77.1695,Rio Jandia,Pastaza,PASTAZA,PASTAZA,R0
1196,9029304,-1.71906,-77.5968,Rio Yatapi,Pastaza,PASTAZA,PASTAZA,R0
1197,9029354,-1.74625,-78.31874,Rio Collan,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1198,9029355,-1.7494,-78.30162,Rio Collan,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1199,9029369,-1.75054,-76.82111,Rio Villag,Pastaza,PASTAZA,PASTAZA,R0
1200,9029380,-1.73131,-79.67577,Rio Arenal,Los Rios,LOS RIOS,BABA,R0
1201,9029381,-1.69871,-79.64626,,Los Rios,LOS RIOS,BABA,R0
1202,9029421,-1.73803,-79.47468,,Los Rios,LOS RIOS,BABAHOYO,R0
1203,9029426,-1.7291,-78.11929,Rio Chuya,Morona San,MORONA SANTIAGO,PALORA,R0
1204,9029429,-1.74659,-80.0087,Rio Daule,Guayas,GUAYAS,SANTA LUCIA,R0
1205,9029432,-1.75744,-76.86375,Rio Curitz,Pastaza,PASTAZA,PASTAZA,R0
1206,9029443,-1.76657,-78.30288,Rio Collan,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1207,9029454,-1.78006,-80.04357,,Guayas,GUAYAS,SANTA LUCIA,R0
1208,9029484,-1.78335,-78.34471,Rio Palora,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1209,9029487,-1.75152,-76.53508,,Pastaza,PASTAZA,PASTAZA,R0
1210,9029488,-1.76098,-76.4691,Rio Pumaya,Pastaza,PASTAZA,PASTAZA,R0
1211,9029497,-1.78776,-80.01973,,Guayas,GUAYAS,SANTA LUCIA,R0
1212,9029498,-1.79348,-79.53605,,Los Rios,LOS RIOS,BABAHOYO,R0
1213,9029499,-1.78648,-79.51179,Rio Clemen,Los Rios,LOS RIOS,BABAHOYO,R0
1214,9029512,-1.70865,-77.38681,Rio Jatuni,Pastaza,PASTAZA,PASTAZA,R0
1215,9029513,-1.74541,-77.28279,,Pastaza,PASTAZA,PASTAZA,R0
1216,9029526,-1.77069,-80.22041,Rio Jerusa,Guayas,GUAYAS,PEDRO CARB,R0
1217,9029538,-1.79807,-78.29036,Rio Palora,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1218,9029543,-1.77842,-76.6857,Rio Guayus,Pastaza,PASTAZA,PASTAZA,R0
1219,9029581,-1.79078,-80.30679,Estero de,Guayas,GUAYAS,PEDRO CARB,R0
1220,9029582,-1.7923,-79.47072,,Los Rios,LOS RIOS,BABAHOYO,R0
1221,9029583,-1.81458,-79.44625,,Los Rios,LOS RIOS,MONTALVO,R0
1222,9029584,-1.77975,-79.41553,,Los Rios,LOS RIOS,BABAHOYO,R0
1223,9029596,-1.81617,-80.30434,Rio Pedro,Guayas,GUAYAS,PEDRO CARB,R0
1224,9029601,-1.79797,-80.3548,Rio Pedro,Guayas,GUAYAS,PEDRO CARB,R0
1225,9029602,-1.80316,-80.08099,Estero Loc,Guayas,GUAYAS,LOMAS DE SARGENTILLO,R0
1226,9029626,-1.78741,-79.36387,,Los Rios,LOS RIOS,MONTALVO,R0
1227,9029645,-1.7743,-78.60061,Rio Chambo,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1228,9029655,-1.82494,-80.28253,Rio Pedro,Guayas,GUAYAS,PEDRO CARB,R0
1229,9029667,-1.80795,-76.1202,,Pastaza,PASTAZA,PASTAZA,R0
1230,9029668,-1.82423,-76.09859,,Pastaza,PASTAZA,PASTAZA,R0
1231,9029670,-1.82311,-80.23468,Rio Pedro,Guayas,GUAYAS,PEDRO CARB,R0
1232,9029680,-1.79814,-79.62385,Rio Pueblo,Los Rios,LOS RIOS,BABAHOYO,R0
1233,9029690,-1.82468,-78.21875,Rio Palora,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1234,9029697,-1.82979,-79.5707,Rio Babaho,Los Rios,LOS RIOS,BABAHOYO,R0
1235,9029708,-1.82211,-80.15224,Rio Pedro,Guayas,GUAYAS,PEDRO CARB,R0
1236,9029710,-1.82892,-78.28568,Rio Santa,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1237,9029711,-1.8252,-77.89579,Rio Nayana,Morona San,MORONA SANTIAGO,PALORA,R0
1238,9029716,-1.84037,-80.40724,Rio Blanco,Manabi,GUAYAS,PEDRO CARB,R0
1239,9029717,-1.83682,-80.34327,Rio Villao,Guayas,GUAYAS,PEDRO CARB,R0
1240,9029733,-1.84183,-80.29274,Rio El Gua,Guayas,GUAYAS,PEDRO CARB,R0
1241,9029734,-1.81798,-80.00383,,Guayas,GUAYAS,DAULE,R0
1242,9029742,-1.84105,-79.42337,,Los Rios,LOS RIOS,MONTALVO,R0
1243,9029743,-1.80111,-79.28794,Rio Crista,Bolivar y,LOS RIOS,MONTALVO,R0
1244,9029754,-1.85526,-77.88426,,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1245,9029765,-1.85347,-78.19452,Rio Coco,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1246,9029766,-1.85834,-77.85187,,Morona San,MORONA SANTIAGO,PALORA,R0
1247,9029767,-1.77281,-77.86987,Rio Pastaz,Morona San,MORONA SANTIAGO,PALORA,R0
1248,9029772,-1.86022,-79.37942,,Los Rios,LOS RIOS,MONTALVO,R0
1249,9029777,-1.86405,-78.75855,Rio Sasapu,Chimborazo,CHIMBORAZO,COLTA,R0
1250,9029778,-1.82818,-76.44776,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1251,9029779,-1.85599,-76.41463,,Pastaza,PASTAZA,PASTAZA,R0
1252,9029780,-1.84903,-78.60291,Rio Chambo,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1253,9029787,-1.85552,-80.04231,Rio Magro,Guayas,GUAYAS,DAULE,R0
1254,9029792,-1.85661,-80.1421,Rio Bachil,Guayas,GUAYAS,ISIDRO AYO,R0
1255,9029799,-1.7651,-77.4255,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1256,9029800,-1.8102,-76.88447,Rio Chinga,Pastaza,PASTAZA,PASTAZA,R0
1257,9029806,-1.86985,-77.30972,,Pastaza,PASTAZA,PASTAZA,R0
1258,9029809,-1.869,-79.3515,,Los Rios,LOS RIOS,MONTALVO,R0
1259,9029810,-1.86303,-79.3188,Rio Las Ba,Los Rios,LOS RIOS,MONTALVO,R0
1260,9029818,-1.8305,-76.94789,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1261,9029819,-1.85776,-76.12013,Rio Illine,Pastaza,PASTAZA,PASTAZA,R0
1262,9029822,-1.87206,-78.76837,Rio Llinll,Chimborazo,CHIMBORAZO,COLTA,R0
1263,9029823,-1.86063,-78.16072,Rio Palora,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1264,9029827,-1.87433,-80.18619,Estero Las,Guayas,GUAYAS,PEDRO CARB,R0
1265,9029833,-1.86518,-80.39774,Rio Cade,Guayas,GUAYAS,PEDRO CARB,R0
1266,9029834,-1.87287,-78.61816,Rio Cebada,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1267,9029838,-1.86084,-78.02078,Rio Palora,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1268,9029839,-1.85646,-76.19586,Rio Illine,Pastaza,PASTAZA,PASTAZA,R0
1269,9029853,-1.86321,-79.64762,Rio Babaho,Los Rios,LOS RIOS,BABA,R0
1270,9029868,-1.86747,-78.52919,Rio Alao,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1271,9029872,-1.87828,-78.74162,Rio Columb,Chimborazo,CHIMBORAZO,COLTA,R0
1272,9029873,-1.86752,-78.72663,Rio Guashi,Chimborazo,CHIMBORAZO,COLTA,R0
1273,9029879,-1.87945,-77.93694,Rio Namaki,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1274,9029886,-1.83181,-79.7564,,Guayas,GUAYAS,SALITRE,R0
1275,9029900,-1.88849,-79.66169,,Los Rios,LOS RIOS,BABA,R0
1276,9029929,-1.89903,-79.60947,Rio Jujan,Los Rios,LOS RIOS,BABAHOYO,R0
1277,9029932,-1.87803,-79.99583,Rio Daule,Guayas,GUAYAS,DAULE,R0
1278,9029940,-1.85141,-77.24816,Rio Jatuni,Pastaza,PASTAZA,PASTAZA,R0
1279,9029952,-1.8098,-79.91461,Rio Pula,Guayas,GUAYAS,DAULE,R0
1280,9029953,-1.90209,-79.90976,,Guayas,GUAYAS,DAULE,R0
1281,9029956,-1.86403,-75.89753,Quebrada A,Pastaza,PASTAZA,PASTAZA,R0
1282,9029965,-1.90641,-80.03019,Estero Bij,Guayas,GUAYAS,NOBOL,R0
1283,9029966,-1.89368,-77.25983,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1284,9029968,-1.9098,-75.89279,,Pastaza,PASTAZA,PASTAZA,R0
1285,9029979,-1.88931,-77.82666,Rio Pastaz,Morona San,PASTAZA,PASTAZA,R0
1286,9030000,-1.87708,-76.68082,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1287,9030020,-1.89393,-78.67315,Rio Guamot,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1288,9030021,-1.91418,-78.71836,Rio Columb,Chimborazo,CHIMBORAZO,COLTA,R0
1289,9030031,-1.92941,-76.63194,,Pastaza,PASTAZA,PASTAZA,R0
1290,9030040,-1.80477,-79.01454,Rio Chimbo,Bolivar,BOLIVAR,SAN MIGUEL,R0
1291,9030043,-1.91615,-79.9994,Rio Daule,Guayas,GUAYAS,DAULE,R0
1292,9030051,-1.92948,-80.69429,Rio Califo,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1293,9030052,-1.906,-78.93902,Rio Pangor,Chimborazo,CHIMBORAZO,COLTA,R0
1294,9030056,-1.92677,-77.84002,,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1295,9030086,-1.91762,-76.36433,,Pastaza,PASTAZA,PASTAZA,R0
1296,9030087,-1.92855,-76.28718,Quebrada B,Pastaza,PASTAZA,PASTAZA,R0
1297,9030096,-1.94222,-80.0048,,Guayas,GUAYAS,NOBOL,R0
1298,9030110,-1.90233,-78.56032,Rio Huarga,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1299,9030127,-1.92025,-77.07707,,Pastaza,PASTAZA,PASTAZA,R0
1300,9030128,-1.94369,-77.00813,,Pastaza,PASTAZA,PASTAZA,R0
1301,9030145,-1.90747,-79.19431,Rio Dulcep,Bolivar,BOLIVAR,CHILLANES,R0
1302,9030161,-1.93826,-79.95896,Rio Pula,Guayas,GUAYAS,DAULE,R0
1303,9030179,-1.84224,-77.64478,Rio Copota,Pastaza,PASTAZA,PASTAZA,R0
1304,9030183,-1.93456,-80.07636,,Guayas,GUAYAS,ISIDRO AYO,R0
1305,9030191,-1.94803,-79.74725,Estero Gua,Guayas,GUAYAS,SAMBORONDON,R0
1306,9030192,-1.945,-76.20244,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1307,9030193,-1.92563,-76.10797,Rio Illine,Pastaza,PASTAZA,PASTAZA,R0
1308,9030196,-1.96708,-79.99938,,Guayas,GUAYAS,DAULE,R0
1309,9030197,-1.97233,-79.77599,Estero Sap,Guayas,GUAYAS,SAMBORONDON,R0
1310,9030198,-1.94864,-78.25501,Rio Sangay,Morona San,MORONA SANTIAGO,PABLO SEXT,R0
1311,9030201,-1.95187,-77.63035,Rio Oso,Pastaza,PASTAZA,PASTAZA,R0
1312,9030232,-1.95823,-78.00119,Rio Tuna,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1313,9030233,-1.96173,-77.90419,Rio Chigua,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1314,9030252,-1.93323,-77.35698,,Pastaza,PASTAZA,PASTAZA,R0
1315,9030255,-1.97713,-80.158,Estero de,Guayas,GUAYAS,ISIDRO AYO,R0
1316,9030259,-1.99344,-77.27532,,Pastaza,PASTAZA,PASTAZA,R0
1317,9030261,-1.90823,-80.24009,Rio Bachil,Guayas,GUAYAS,PEDRO CARB,R0
1318,9030262,-1.98807,-76.11341,,Pastaza,PASTAZA,PASTAZA,R0
1319,9030263,-1.94589,-76.05065,,Pastaza,PASTAZA,PASTAZA,R0
1320,9030272,-1.94597,-79.70724,Rio Babaho,Guayas,GUAYAS,SAMBORONDON,R0
1321,9030276,-1.96612,-78.71718,Rio Chipou,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1322,9030280,-1.99076,-79.75299,Rio Babaho,Guayas,GUAYAS,SAMBORONDON,R0
1323,9030322,-1.96339,-76.53991,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1324,9030333,-1.99579,-80.68446,Rio Grande,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1325,9030340,-2.02184,-80.73302,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1326,9030343,-2.01093,-76.44047,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1327,9030351,-2.01243,-79.74014,,Guayas,GUAYAS,SAMBORONDON,R0
1328,9030368,-2.01554,-76.58322,Rio Shuint,Pastaza,PASTAZA,PASTAZA,R0
1329,9030369,-2.02511,-76.46792,,Pastaza,PASTAZA,PASTAZA,R0
1330,9030375,-2.00436,-80.14565,Rio Paco,Guayas,GUAYAS,ISIDRO AYO,R0
1331,9030384,-2.02881,-79.68261,,Guayas,GUAYAS,SAMBORONDON,R0
1332,9030386,-1.98889,-77.88826,Rio Shanka,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1333,9030419,-2.03054,-76.35828,Rio Shindi,Pastaza,PASTAZA,PASTAZA,R0
1334,9030428,-2.03269,-76.40627,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1335,9030432,-2.03505,-80.70392,Rio Javita,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1336,9030433,-1.99085,-80.59028,Rio Javita,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1337,9030436,-2.04733,-76.37659,,Pastaza,PASTAZA,PASTAZA,R0
1338,9030439,-2.01244,-77.0009,Rio Pucaya,Pastaza,PASTAZA,PASTAZA,R0
1339,9030442,-2.02413,-77.99152,Rio Chigua,Morona San,MORONA SANTIAGO,HUAMBOYA,R0
1340,9030453,-1.96178,-79.31561,,Los Rios,LOS RIOS,BABAHOYO,R0
1341,9030459,-1.97784,-76.80206,,Pastaza,PASTAZA,PASTAZA,R0
1342,9030461,-2.03879,-79.72566,,Guayas,GUAYAS,SAN JACINTO,R0
1343,9030462,-2.04585,-79.70123,,Guayas,GUAYAS,SAN JACINTO,R0
1344,9030474,-2.05334,-80.67388,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1345,9030492,-2.02962,-80.51434,Rio Balsas,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1346,9030512,-2.00016,-77.0908,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1347,9030513,-2.06486,-76.71436,,Pastaza,PASTAZA,PASTAZA,R0
1348,9030528,-2.05103,-79.64099,Estero Cap,Guayas,GUAYAS,SAN JACINTO,R0
1349,9030558,-2.02764,-78.96409,Rio Coco,Chimborazo,CHIMBORAZO,PALLATANGA,R0
1350,9030560,-2.00955,-80.03115,Rio Chico,Guayas,GUAYAS,GUAYAQUIL,R0
1351,9030564,-2.01101,-79.02224,Rio Chimbo,Bolivar y,CHIMBORAZO,PALLATANGA,R0
1352,9030565,-2.0847,-79.01419,Rio Coco,Chimborazo,CHIMBORAZO,PALLATANGA,R0
1353,9030575,-1.98672,-79.47897,Rio Los Am,Guayas,GUAYAS,SIMON BOLIVAR,R0
1354,9030588,-1.98492,-78.62873,Rio Cebada,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1355,9030598,-2.07349,-76.57821,Rio Shiona,Pastaza,PASTAZA,PASTAZA,R0
1356,9030633,-2.09777,-78.55116,Rio Yasipa,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1357,9030635,-2.03757,-77.46121,,Pastaza,PASTAZA,PASTAZA,R0
1358,9030637,-2.08548,-78.19931,,Morona San,MORONA SANTIAGO,MORONA,R0
1359,9030640,-2.09625,-77.82895,Rio Pajana,Morona San,MORONA SANTIAGO,MORONA,R0
1360,9030646,-2.03365,-77.64353,,Morona San,PASTAZA,PASTAZA,R0
1361,9030672,-2.08201,-80.62452,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1362,9030678,-2.1044,-78.59315,Rio Atillo,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1363,9030679,-2.08037,-76.27069,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1364,9030682,-2.10576,-78.962,Rio Maguaz,Chimborazo,CHIMBORAZO,PALLATANGA,R0
1365,9030688,-1.98441,-79.37876,Rio Chilin,Bolivar y,GUAYAS,SIMON BOLIVAR,R0
1366,9030717,-2.06089,-76.06845,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1367,9030726,-2.12674,-76.05807,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1368,9030737,-2.0938,-79.68868,,Guayas,GUAYAS,SAN JACINTO,R0
1369,9030752,-2.11986,-79.51421,Rio Milagr,Guayas,GUAYAS,MILAGRO,R0
1370,9030753,-2.10544,-76.13841,Rio Garzay,Pastaza,PASTAZA,PASTAZA,R0
1371,9030758,-2.09327,-76.39809,Rio Lagart,Pastaza,PASTAZA,PASTAZA,R0
1372,9030759,-2.13258,-76.1011,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1373,9030763,-2.13157,-79.61038,,Guayas,GUAYAS,MILAGRO,R0
1374,9030779,-2.14206,-76.40648,,Pastaza,PASTAZA,PASTAZA,R0
1375,9030780,-2.14146,-76.39604,,Pastaza,PASTAZA,PASTAZA,R0
1376,9030796,-2.13094,-76.15364,Rio Conamb,Pastaza,PASTAZA,PASTAZA,R0
1377,9030814,-2.14404,-79.55008,Rio Veneci,Guayas,GUAYAS,MILAGRO,R0
1378,9030826,-2.06853,-77.18254,,Pastaza,PASTAZA,PASTAZA,R0
1379,9030839,-2.14778,-77.15339,,Pastaza,PASTAZA,PASTAZA,R0
1380,9030845,-2.13111,-78.17218,Rio Upano,Morona San,MORONA SANTIAGO,MORONA,R0
1381,9030864,-2.15433,-77.36445,,Pastaza,PASTAZA,PASTAZA,R0
1382,9030865,-2.13319,-78.20972,Rio Sangay,Morona San,MORONA SANTIAGO,MORONA,R0
1383,9030866,-2.09668,-76.45653,Rio Pillah,Pastaza,PASTAZA,PASTAZA,R0
1384,9030880,-2.14359,-77.39981,,Morona San,MORONA SANTIAGO,TAISHA,R0
1385,9030886,-2.14495,-78.57546,Rio Atillo,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1386,9030892,-2.15543,-76.08653,Rio Alusgu,Pastaza,PASTAZA,PASTAZA,R0
1387,9030916,-2.14546,-78.36744,Rio Anguch,Morona San,MORONA SANTIAGO,MORONA,R0
1388,9030924,-2.13052,-77.83314,Rio Macuma,Morona San,MORONA SANTIAGO,MORONA,R0
1389,9030943,-2.14812,-76.2179,Rio Andres,Pastaza,PASTAZA,PASTAZA,R0
1390,9030950,-2.06545,-79.91546,Rio Daule,Guayas,GUAYAS,GUAYAQUIL,R0
1391,9030951,-2.08975,-79.81356,,,,,R0
1392,9030952,-2.17714,-79.28339,Estero La,Guayas,GUAYAS,GNRAL. ANT,R0
1393,9030972,-2.15796,-77.02711,,Pastaza,PASTAZA,PASTAZA,R0
1394,9030973,-2.00856,-77.16927,,Pastaza,PASTAZA,PASTAZA,R0
1395,9030975,-2.17893,-80.75515,Rio San Pa,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1396,9030998,-2.19449,-80.48549,Rio Carriz,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1397,9030999,-2.19626,-80.45051,Rio Grande,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1398,9031000,-2.18182,-77.31938,,Morona San,MORONA SANTIAGO,TAISHA,R0
1399,9031005,-2.18195,-78.18982,Rio Upano,Morona San,MORONA SANTIAGO,MORONA,R0
1400,9031006,-2.16732,-77.28343,,Pastaza,PASTAZA,PASTAZA,R0
1401,9031012,-2.17587,-79.15739,Rio Chimbo,Bolivar y,GUAYAS,GNRAL. ANT,R0
1402,9031024,-2.19512,-76.26303,,Pastaza,PASTAZA,PASTAZA,R0
1403,9031031,-2.13237,-77.61321,Rio Kusutk,Morona San,MORONA SANTIAGO,TAISHA,R0
1404,9031035,-2.10411,-77.72554,Rio Macuma,Morona San,MORONA SANTIAGO,TAISHA,R0
1405,9031037,-2.20148,-78.39963,Rio Upano,Morona San,MORONA SANTIAGO,MORONA,R0
1406,9031043,-2.18159,-77.07716,,Pastaza,PASTAZA,PASTAZA,R0
1407,9031072,-2.20245,-80.18609,,Guayas,GUAYAS,GUAYAQUIL,R0
1408,9031073,-2.18961,-80.12996,Rio Chongo,Guayas,GUAYAS,GUAYAQUIL,R0
1409,9031076,-2.21345,-77.02474,Rio Ishpin,Pastaza,PASTAZA,PASTAZA,R0
1410,9031100,-2.22792,-78.04438,,Morona San,MORONA SANTIAGO,MORONA,R0
1411,9031112,-2.19808,-79.39178,Rio Chimbo,Guayas,GUAYAS,CRNEL. MAR,R0
1412,9031123,-2.20612,-78.27783,Rio Upano,Morona San,MORONA SANTIAGO,MORONA,R0
1413,9031142,-2.20228,-79.57235,Rio Chimbo,Guayas,GUAYAS,MILAGRO,R0
1414,9031152,-2.23682,-80.00201,,Guayas,GUAYAS,GUAYAQUIL,R0
1415,9031153,-2.2402,-79.9785,,Guayas,GUAYAS,GUAYAQUIL,R0
1416,9031154,-2.24187,-79.96354,,Guayas,GUAYAS,GUAYAQUIL,R0
1417,9031155,-2.15246,-78.80809,Rio Pumach,Chimborazo,CHIMBORAZO,ALAUSI,R0
1418,9031156,-2.21466,-77.09356,,Pastaza,PASTAZA,PASTAZA,R0
1419,9031157,-2.22941,-77.05811,Rio Capahu,Pastaza,PASTAZA,PASTAZA,R0
1420,9031165,-2.23696,-78.81004,Rio Zula,Chimborazo,CHIMBORAZO,ALAUSI,R0
1421,9031172,-2.18356,-78.60542,Rio Osogoc,Chimborazo,CHIMBORAZO,GUAMOTE,R0
1422,9031173,-2.21759,-76.75858,,Pastaza,PASTAZA,PASTAZA,R0
1423,9031174,-2.16393,-76.75912,,Pastaza,PASTAZA,PASTAZA,R0
1424,9031182,-2.2365,-77.99511,Rio Yukipa,Morona San,MORONA SANTIAGO,MORONA,R0
1425,9031188,-2.21613,-79.84048,,Guayas,GUAYAS,DURAN,R0
1426,9031197,-2.24451,-79.79441,Estero Bol,Guayas,GUAYAS,DURAN,R0
1427,9031205,-2.24932,-78.74887,Rio Manzan,Chimborazo,CHIMBORAZO,ALAUSI,R0
1428,9031230,-2.24242,-80.06052,Rio Chongo,Guayas,GUAYAS,GUAYAQUIL,R0
1429,9031233,-2.25472,-78.72105,Rio Zula,Chimborazo,CHIMBORAZO,ALAUSI,R0
1430,9031247,-2.25809,-78.91214,Rio Chanch,Chimborazo,CHIMBORAZO,ALAUSI,R0
1431,9031265,-2.26839,-80.85428,Rio Salado,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1432,9031269,-2.27229,-79.91375,,,,,R0
1433,9031272,-2.27381,-80.87773,,Santa Elen,SANTA ELENA,SALINAS,R0
1434,9031286,-2.26832,-80.90371,,Santa Elen,SANTA ELENA,SALINAS,R0
1435,9031300,-2.26162,-79.97268,,Guayas,GUAYAS,GUAYAQUIL,R0
1436,9031320,-2.27175,-79.39059,,Guayas,GUAYAS,CRNEL. MAR,R0
1437,9031378,-2.26958,-79.61488,Rio Bulubu,Guayas,GUAYAS,SAN JACINTO,R0
1438,9031391,-2.30006,-79.6885,,Guayas,GUAYAS,NARANJAL,R0
1439,9031392,-2.23131,-79.23736,Rio Chanch,Canar y Gu,GUAYAS,EL TRIUNFO,R0
1440,9031393,-2.27334,-76.72492,Rio Bufeo,Pastaza,PASTAZA,PASTAZA,R0
1441,9031397,-2.26512,-77.68009,Rio Chimbi,Morona San,MORONA SANTIAGO,TAISHA,R0
1442,9031398,-2.19343,-76.83334,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1443,9031403,-2.27639,-77.70439,Rio Cangai,Morona San,MORONA SANTIAGO,TAISHA,R0
1444,9031418,-2.29495,-79.00312,Rio Chanch,Chimborazo,CHIMBORAZO,ALAUSI,R0
1445,9031421,-2.30112,-78.33548,,Morona San,MORONA SANTIAGO,MORONA,R0
1446,9031426,-2.25242,-76.25765,,Pastaza,PASTAZA,PASTAZA,R0
1447,9031441,-2.23909,-80.55356,Rio De Azu,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1448,9031445,-2.30029,-80.46959,Rio Jurcas,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1449,9031448,-2.31302,-80.54347,Rio Zapota,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1450,9031451,-2.29831,-78.92098,Rio Launa,Chimborazo,CHIMBORAZO,CHUNCHI,R0
1451,9031460,-2.31116,-79.7287,Rio Taura,Guayas,GUAYAS,NARANJAL,R0
1452,9031462,-2.27294,-78.22173,Rio Abanic,Morona San,MORONA SANTIAGO,MORONA,R0
1453,9031466,-2.32466,-78.3075,,Morona San,MORONA SANTIAGO,MORONA,R0
1454,9031473,-2.31385,-79.19124,Rio Chilca,Canar y Gu,CAÑAR,CAÑAR,R0
1455,9031488,-2.33161,-79.24025,Rio Blanco,Guayas,GUAYAS,EL PIEDRER,R0
1456,9031490,-2.29958,-77.01072,,Pastaza,PASTAZA,PASTAZA,R0
1457,9031491,-2.32426,-76.95109,,Pastaza,PASTAZA,PASTAZA,R0
1458,9031503,-2.33285,-79.75145,,Guayas,GUAYAS,NARANJAL,R0
1459,9031508,-2.32856,-78.41109,Rio Abanic,Morona San,MORONA SANTIAGO,MORONA,R0
1460,9031533,-2.33942,-78.28019,,Morona San,MORONA SANTIAGO,MORONA,R0
1461,9031537,-2.29494,-76.46694,Rio Cunguc,Pastaza,PASTAZA,PASTAZA,R0
1462,9031544,-2.32952,-76.4808,,Pastaza,PASTAZA,PASTAZA,R0
